USERID;AGE;GENDER;PROVINCE;AGE_BUCKETS;RACE
34;55;male;Free State;Adults;white
39;54;male;Eastern Cape;Adults;black
63;51;male;Kwazulu Natal;Adults;black
90;49;male;Kwazulu Natal;Adults;coloured
97;48;male;Free State;Adults;coloured
104;47;male;Gauteng;Adults;black
107;47;female;Gauteng;Adults;black
108;47;male;Western Cape;Adults;coloured
120;46;male;Western Cape;Adults;coloured
132;45;male;Gauteng;Adults;black
135;45;male;Gauteng;Adults;Unknown
138;45;male;Eastern Cape;Adults;Unknown
146;45;male;Western Cape;Adults;Unknown
164;43;male;Gauteng;Adults;black
206;42;male;Free State;Adults;coloured
212;41;male;Gauteng;Adults;black
249;40;male;Gauteng;Adults;black
305;39;male;Eastern Cape;Adults;black
317;38;male;North West;Adults;black
325;38;female;Gauteng;Adults;black
338;38;male;Limpopo;Adults;black
345;38;male;Gauteng;Adults;black
385;37;male;Gauteng;Adults;black
444;35;male;Gauteng;Youth;black
450;35;female;Eastern Cape;Youth;Unknown
464;35;female;Gauteng;Youth;black
468;34;female;Kwazulu Natal;Youth;black
476;34;male;Mpumalanga;Youth;black
477;34;male;North West;Youth;black
479;34;male;Gauteng;Youth;black
507;34;male;Gauteng;Youth;black
537;33;male;Gauteng;Youth;coloured
547;33;male;Gauteng;Youth;indian_asian
551;33;male;Limpopo;Youth;black
553;33;male;Limpopo;Youth;white
623;31;male;Gauteng;Youth;black
649;31;male;Mpumalanga;Youth;black
655;31;male;Gauteng;Youth;white
666;31;male;Mpumalanga;Youth;coloured
675;31;female;Gauteng;Youth;black
682;30;male;Gauteng;Youth;black
696;30;female;Gauteng;Youth;white
701;30;female;Gauteng;Youth;black
775;29;female;Gauteng;Youth;coloured
805;29;female;Gauteng;Youth;white
806;29;male;Gauteng;Youth;indian_asian
830;28;male;Northern Cape;Youth;black
850;28;male;Western Cape;Youth;coloured
854;28;male;Free State;Youth;black
857;28;male;Eastern Cape;Youth;black
864;28;female;Western Cape;Youth;Unknown
867;28;male;North West;Youth;white
870;28;male;Free State;Youth;white
876;28;male;Kwazulu Natal;Youth;black
909;27;male;Kwazulu Natal;Youth;black
912;27;female;Western Cape;Youth;indian_asian
916;27;male;Eastern Cape;Youth;black
958;26;male;Mpumalanga;Youth;black
959;26;male;Gauteng;Youth;black
967;26;male;Gauteng;Youth;Unknown
972;26;male;Gauteng;Youth;black
991;26;male;Gauteng;Youth;black
1012;26;female;Mpumalanga;Youth;black
1031;25;male;Gauteng;Youth;black
1041;25;male;Gauteng;Youth;Unknown
1069;25;male;Gauteng;Youth;black
1075;25;female;Gauteng;Youth;black
1081;25;male;Gauteng;Youth;white
1095;24;male;Western Cape;Youth;coloured
1104;24;male;Gauteng;Youth;black
1109;24;male;Mpumalanga;Youth;Unknown
1115;24;female;Gauteng;Youth;black
1144;24;male;Limpopo;Youth;black
1159;23;male;Gauteng;Youth;black
1176;23;male;Western Cape;Youth;Unknown
1205;23;male;Gauteng;Youth;white
1211;23;male;Gauteng;Youth;black
1214;23;male;Mpumalanga;Youth;black
1242;22;male;Mpumalanga;Youth;coloured
1247;22;male;Mpumalanga;Youth;white
1254;22;male;Gauteng;Youth;Unknown
1258;22;male;Limpopo;Youth;black
1264;22;male;Free State;Youth;black
1265;22;male;Limpopo;Youth;black
1276;22;male;Limpopo;Youth;black
1324;21;male;Western Cape;Youth;black
1331;21;male;Limpopo;Youth;black
1362;19;male;Gauteng;Teens;black
1363;19;female;Mpumalanga;Teens;white
1366;19;male;Kwazulu Natal;Teens;indian_asian
1373;19;male;Kwazulu Natal;Teens;white
1383;18;male;Gauteng;Teens;black
1388;18;male;Limpopo;Teens;black
1401;17;male;Gauteng;Teens;Unknown
1437;14;female;Gauteng;Teens;black
1440;14;female;Eastern Cape;Teens;coloured
1441;14;female;Gauteng;Teens;black
1445;13;male;Northern Cape;Teens;coloured
1451;12;male;Limpopo;Kids;black
1497;0;Unknown;Unknown;Infant;Unknown
1503;0;Unknown;Unknown;Infant;Unknown
1504;0;Unknown;Unknown;Infant;Unknown
1511;0;Unknown;Unknown;Infant;Unknown
1518;0;Unknown;Unknown;Infant;Unknown
1542;0;Unknown;Unknown;Infant;Unknown
1579;0;Unknown;Unknown;Infant;Unknown
1582;0;Unknown;Unknown;Infant;Unknown
1589;0;Unknown;Unknown;Infant;Unknown
1590;0;Unknown;Unknown;Infant;Unknown
1608;0;Unknown;Unknown;Infant;Unknown
1622;0;Unknown;Unknown;Infant;Unknown
1664;0;Unknown;Unknown;Infant;Unknown
1676;0;Unknown;Unknown;Infant;Unknown
1685;0;Unknown;Unknown;Infant;Unknown
1690;0;Unknown;Unknown;Infant;Unknown
1693;0;Unknown;Unknown;Infant;Unknown
1703;0;Unknown;Unknown;Infant;Unknown
1714;0;Unknown;Unknown;Infant;Unknown
1731;0;Unknown;Unknown;Infant;Unknown
1770;0;Unknown;Unknown;Infant;Unknown
1778;0;Unknown;Unknown;Infant;Unknown
1793;0;Unknown;Unknown;Infant;Unknown
1803;0;Unknown;Unknown;Infant;Unknown
1825;0;Unknown;Unknown;Infant;Unknown
1827;0;Unknown;Unknown;Infant;Unknown
1861;0;Unknown;Unknown;Infant;Unknown
1892;0;Unknown;Unknown;Infant;Unknown
1921;0;Unknown;Unknown;Infant;Unknown
1947;0;Unknown;Unknown;Infant;Unknown
1971;0;Unknown;Unknown;Infant;Unknown
1975;0;Unknown;Unknown;Infant;Unknown
1986;0;Unknown;Unknown;Infant;Unknown
1989;0;Unknown;Unknown;Infant;Unknown
1998;0;Unknown;Unknown;Infant;Unknown
2000;0;Unknown;Unknown;Infant;Unknown
2048;0;Unknown;Unknown;Infant;Unknown
2075;0;Unknown;Unknown;Infant;Unknown
2092;0;Unknown;Unknown;Infant;Unknown
2126;0;Unknown;Unknown;Infant;Unknown
2141;0;Unknown;Unknown;Infant;Unknown
2144;0;Unknown;Unknown;Infant;Unknown
2169;0;Unknown;Unknown;Infant;Unknown
2170;0;Unknown;Unknown;Infant;Unknown
2171;0;Unknown;Unknown;Infant;Unknown
2194;0;Unknown;Unknown;Infant;Unknown
2200;0;Unknown;Unknown;Infant;Unknown
2218;0;Unknown;Unknown;Infant;Unknown
2220;0;Unknown;Unknown;Infant;Unknown
2221;0;Unknown;Unknown;Infant;Unknown
2252;0;Unknown;Unknown;Infant;Unknown
2267;0;Unknown;Unknown;Infant;Unknown
2275;0;Unknown;Unknown;Infant;Unknown
2285;0;Unknown;Unknown;Infant;Unknown
2288;0;Unknown;Unknown;Infant;Unknown
2300;0;Unknown;Unknown;Infant;Unknown
2306;0;Unknown;Unknown;Infant;Unknown
2326;0;Unknown;Unknown;Infant;Unknown
2328;0;Unknown;Unknown;Infant;Unknown
2384;0;Unknown;Unknown;Infant;Unknown
2391;0;Unknown;Unknown;Infant;Unknown
2411;0;Unknown;Unknown;Infant;Unknown
2415;0;Unknown;Unknown;Infant;Unknown
2455;0;Unknown;Unknown;Infant;Unknown
2458;0;Unknown;Unknown;Infant;Unknown
2480;0;Unknown;Unknown;Infant;Unknown
2496;0;Unknown;Unknown;Infant;Unknown
2497;0;Unknown;Unknown;Infant;Unknown
2531;0;Unknown;Unknown;Infant;Unknown
2566;0;Unknown;Unknown;Infant;Unknown
2569;0;Unknown;Unknown;Infant;Unknown
2607;0;Unknown;Unknown;Infant;Unknown
2611;0;Unknown;Unknown;Infant;Unknown
2613;0;Unknown;Unknown;Infant;Unknown
2637;0;Unknown;Unknown;Infant;Unknown
2649;0;Unknown;Unknown;Infant;Unknown
2691;0;Unknown;Unknown;Infant;Unknown
2763;0;Unknown;Unknown;Infant;Unknown
2766;0;Unknown;Unknown;Infant;Unknown
2768;0;Unknown;Unknown;Infant;Unknown
2792;0;Unknown;Unknown;Infant;Unknown
2798;0;Unknown;Unknown;Infant;Unknown
2811;0;Unknown;Unknown;Infant;Unknown
2868;0;Unknown;Unknown;Infant;Unknown
2886;0;Unknown;Unknown;Infant;Unknown
2899;0;Unknown;Unknown;Infant;Unknown
2905;0;Unknown;Unknown;Infant;Unknown
2934;0;Unknown;Unknown;Infant;Unknown
2952;0;Unknown;Unknown;Infant;Unknown
2993;0;Unknown;Unknown;Infant;Unknown
3002;0;Unknown;Unknown;Infant;Unknown
3021;0;Unknown;Unknown;Infant;Unknown
3025;0;Unknown;Unknown;Infant;Unknown
3026;0;Unknown;Unknown;Infant;Unknown
3057;0;Unknown;Unknown;Infant;Unknown
3070;0;Unknown;Unknown;Infant;Unknown
3086;0;Unknown;Unknown;Infant;Unknown
3096;0;Unknown;Unknown;Infant;Unknown
3099;0;Unknown;Unknown;Infant;Unknown
3102;0;Unknown;Unknown;Infant;Unknown
3106;0;Unknown;Unknown;Infant;Unknown
3109;0;Unknown;Unknown;Infant;Unknown
3116;0;Unknown;Unknown;Infant;Unknown
3121;0;Unknown;Unknown;Infant;Unknown
3132;0;Unknown;Unknown;Infant;Unknown
3166;0;Unknown;Unknown;Infant;Unknown
3168;0;Unknown;Unknown;Infant;Unknown
3172;0;Unknown;Unknown;Infant;Unknown
3181;0;Unknown;Unknown;Infant;Unknown
3201;0;Unknown;Unknown;Infant;Unknown
3222;0;Unknown;Unknown;Infant;Unknown
3233;0;Unknown;Unknown;Infant;Unknown
3242;0;Unknown;Unknown;Infant;Unknown
3276;0;Unknown;Unknown;Infant;Unknown
3297;0;Unknown;Unknown;Infant;Unknown
3309;0;Unknown;Unknown;Infant;Unknown
3311;0;Unknown;Unknown;Infant;Unknown
3314;0;Unknown;Unknown;Infant;Unknown
3336;0;Unknown;Unknown;Infant;Unknown
3339;0;Unknown;Unknown;Infant;Unknown
3344;0;Unknown;Unknown;Infant;Unknown
3363;0;Unknown;Unknown;Infant;Unknown
3371;0;Unknown;Unknown;Infant;Unknown
3411;0;Unknown;Unknown;Infant;Unknown
3413;0;Unknown;Unknown;Infant;Unknown
3440;0;Unknown;Unknown;Infant;Unknown
3468;0;Unknown;Unknown;Infant;Unknown
3487;0;Unknown;Unknown;Infant;Unknown
3494;0;Unknown;Unknown;Infant;Unknown
3533;0;Unknown;Unknown;Infant;Unknown
3554;0;Unknown;Unknown;Infant;Unknown
3576;0;Unknown;Unknown;Infant;Unknown
3602;0;Unknown;Unknown;Infant;Unknown
3603;0;Unknown;Unknown;Infant;Unknown
3606;0;Unknown;Unknown;Infant;Unknown
3616;0;Unknown;Unknown;Infant;Unknown
3623;0;Unknown;Unknown;Infant;Unknown
3626;0;Unknown;Unknown;Infant;Unknown
3629;0;Unknown;Unknown;Infant;Unknown
3642;0;Unknown;Unknown;Infant;Unknown
3652;0;Unknown;Unknown;Infant;Unknown
3666;0;Unknown;Unknown;Infant;Unknown
3679;0;Unknown;Unknown;Infant;Unknown
3680;0;Unknown;Unknown;Infant;Unknown
3702;0;Unknown;Unknown;Infant;Unknown
3723;0;Unknown;Unknown;Infant;Unknown
3734;0;Unknown;Unknown;Infant;Unknown
3735;0;Unknown;Unknown;Infant;Unknown
3793;0;Unknown;Unknown;Infant;Unknown
3818;0;Unknown;Unknown;Infant;Unknown
3850;0;Unknown;Unknown;Infant;Unknown
3866;0;Unknown;Unknown;Infant;Unknown
3871;0;Unknown;Unknown;Infant;Unknown
3877;0;Unknown;Unknown;Infant;Unknown
3899;0;Unknown;Unknown;Infant;Unknown
3907;0;Unknown;Unknown;Infant;Unknown
3923;0;Unknown;Unknown;Infant;Unknown
3925;0;Unknown;Unknown;Infant;Unknown
3927;0;Unknown;Unknown;Infant;Unknown
3933;0;Unknown;Unknown;Infant;Unknown
3947;0;Unknown;Unknown;Infant;Unknown
3958;0;Unknown;Unknown;Infant;Unknown
3974;0;Unknown;Unknown;Infant;Unknown
3985;0;Unknown;Unknown;Infant;Unknown
3993;0;Unknown;Unknown;Infant;Unknown
3994;0;Unknown;Unknown;Infant;Unknown
3998;0;Unknown;Unknown;Infant;Unknown
4060;0;Unknown;Unknown;Infant;Unknown
4112;0;Unknown;Unknown;Infant;Unknown
4121;0;Unknown;Unknown;Infant;Unknown
4122;0;Unknown;Unknown;Infant;Unknown
4130;0;Unknown;Unknown;Infant;Unknown
4166;0;Unknown;Unknown;Infant;Unknown
4167;0;Unknown;Unknown;Infant;Unknown
4168;0;Unknown;Unknown;Infant;Unknown
4169;0;Unknown;Unknown;Infant;Unknown
4172;0;Unknown;Unknown;Infant;Unknown
4174;0;Unknown;Unknown;Infant;Unknown
4184;0;Unknown;Unknown;Infant;Unknown
4185;0;Unknown;Unknown;Infant;Unknown
4188;0;Unknown;Unknown;Infant;Unknown
4192;0;Unknown;Unknown;Infant;Unknown
4217;0;Unknown;Unknown;Infant;Unknown
4239;0;Unknown;Unknown;Infant;Unknown
4267;0;Unknown;Unknown;Infant;Unknown
4309;0;Unknown;Unknown;Infant;Unknown
4313;0;Unknown;Unknown;Infant;Unknown
4320;0;Unknown;Unknown;Infant;Unknown
4335;0;Unknown;Unknown;Infant;Unknown
4344;0;Unknown;Unknown;Infant;Unknown
4357;0;Unknown;Unknown;Infant;Unknown
4363;0;Unknown;Unknown;Infant;Unknown
4372;0;Unknown;Unknown;Infant;Unknown
4380;0;Unknown;Unknown;Infant;Unknown
4411;0;Unknown;Unknown;Infant;Unknown
4418;0;Unknown;Unknown;Infant;Unknown
4421;0;Unknown;Unknown;Infant;Unknown
4433;0;Unknown;Unknown;Infant;Unknown
4457;0;Unknown;Unknown;Infant;Unknown
4463;0;Unknown;Unknown;Infant;Unknown
4481;0;Unknown;Unknown;Infant;Unknown
4489;0;Unknown;Unknown;Infant;Unknown
4502;0;Unknown;Unknown;Infant;Unknown
4525;0;Unknown;Unknown;Infant;Unknown
4532;0;Unknown;Unknown;Infant;Unknown
4538;0;Unknown;Unknown;Infant;Unknown
4549;0;Unknown;Unknown;Infant;Unknown
4553;0;Unknown;Unknown;Infant;Unknown
4588;0;Unknown;Unknown;Infant;Unknown
4606;0;Unknown;Unknown;Infant;Unknown
4615;0;Unknown;Unknown;Infant;Unknown
4705;0;Unknown;Unknown;Infant;Unknown
4708;0;Unknown;Unknown;Infant;Unknown
4718;0;Unknown;Unknown;Infant;Unknown
4728;0;Unknown;Unknown;Infant;Unknown
4729;0;Unknown;Unknown;Infant;Unknown
4732;0;Unknown;Unknown;Infant;Unknown
4746;0;Unknown;Unknown;Infant;Unknown
4753;0;Unknown;Unknown;Infant;Unknown
4768;0;Unknown;Unknown;Infant;Unknown
4774;0;Unknown;Unknown;Infant;Unknown
4778;0;Unknown;Unknown;Infant;Unknown
4794;0;Unknown;Unknown;Infant;Unknown
4886;0;Unknown;Unknown;Infant;Unknown
4927;0;Unknown;Unknown;Infant;Unknown
5002;0;Unknown;Unknown;Infant;Unknown
5008;0;Unknown;Unknown;Infant;Unknown
5014;0;Unknown;Unknown;Infant;Unknown
5032;0;Unknown;Unknown;Infant;Unknown
5034;0;Unknown;Unknown;Infant;Unknown
5045;0;Unknown;Unknown;Infant;Unknown
5055;0;Unknown;Unknown;Infant;Unknown
5080;0;Unknown;Unknown;Infant;Unknown
5085;0;Unknown;Unknown;Infant;Unknown
5090;0;Unknown;Unknown;Infant;Unknown
5105;0;Unknown;Unknown;Infant;Unknown
5107;0;Unknown;Unknown;Infant;Unknown
5117;0;Unknown;Unknown;Infant;Unknown
5126;0;Unknown;Unknown;Infant;Unknown
5127;0;Unknown;Unknown;Infant;Unknown
5129;0;Unknown;Unknown;Infant;Unknown
5133;0;Unknown;Unknown;Infant;Unknown
5148;0;Unknown;Unknown;Infant;Unknown
5157;0;Unknown;Unknown;Infant;Unknown
5162;0;Unknown;Unknown;Infant;Unknown
5169;0;Unknown;Unknown;Infant;Unknown
5178;0;Unknown;Unknown;Infant;Unknown
5228;0;Unknown;Unknown;Infant;Unknown
5229;0;Unknown;Unknown;Infant;Unknown
5232;0;Unknown;Unknown;Infant;Unknown
5241;0;Unknown;Unknown;Infant;Unknown
5244;0;Unknown;Unknown;Infant;Unknown
5276;0;Unknown;Unknown;Infant;Unknown
5277;0;Unknown;Unknown;Infant;Unknown
5286;0;Unknown;Unknown;Infant;Unknown
5297;0;Unknown;Unknown;Infant;Unknown
5339;0;Unknown;Unknown;Infant;Unknown
5341;0;Unknown;Unknown;Infant;Unknown
5357;0;Unknown;Unknown;Infant;Unknown
5365;0;Unknown;Unknown;Infant;Unknown
5432;0;Unknown;Unknown;Infant;Unknown
5433;0;Unknown;Unknown;Infant;Unknown
5445;0;Unknown;Unknown;Infant;Unknown
5452;0;Unknown;Unknown;Infant;Unknown
5453;0;Unknown;Unknown;Infant;Unknown
5499;0;Unknown;Unknown;Infant;Unknown
5503;0;Unknown;Unknown;Infant;Unknown
5504;0;Unknown;Unknown;Infant;Unknown
5505;0;Unknown;Unknown;Infant;Unknown
5509;0;Unknown;Unknown;Infant;Unknown
5519;0;Unknown;Unknown;Infant;Unknown
5531;0;Unknown;Unknown;Infant;Unknown
5551;0;Unknown;Unknown;Infant;Unknown
5587;0;Unknown;Unknown;Infant;Unknown
5588;0;Unknown;Unknown;Infant;Unknown
5599;0;Unknown;Unknown;Infant;Unknown
5601;0;Unknown;Unknown;Infant;Unknown
5606;0;Unknown;Unknown;Infant;Unknown
5608;0;Unknown;Unknown;Infant;Unknown
5633;0;Unknown;Unknown;Infant;Unknown
5678;0;Unknown;Unknown;Infant;Unknown
5684;0;Unknown;Unknown;Infant;Unknown
5732;0;Unknown;Unknown;Infant;Unknown
5737;0;Unknown;Unknown;Infant;Unknown
5752;0;Unknown;Unknown;Infant;Unknown
5771;0;Unknown;Unknown;Infant;Unknown
5773;0;Unknown;Unknown;Infant;Unknown
5792;0;Unknown;Unknown;Infant;Unknown
5801;0;Unknown;Unknown;Infant;Unknown
5825;0;Unknown;Unknown;Infant;Unknown
5861;0;Unknown;Unknown;Infant;Unknown
5870;0;Unknown;Unknown;Infant;Unknown
5872;0;Unknown;Unknown;Infant;Unknown
5879;0;Unknown;Unknown;Infant;Unknown
5883;0;Unknown;Unknown;Infant;Unknown
5902;0;Unknown;Unknown;Infant;Unknown
5930;0;Unknown;Unknown;Infant;Unknown
5941;0;Unknown;Unknown;Infant;Unknown
5946;0;Unknown;Unknown;Infant;Unknown
5955;0;Unknown;Unknown;Infant;Unknown
5987;0;Unknown;Unknown;Infant;Unknown
5991;0;Unknown;Unknown;Infant;Unknown
5997;0;Unknown;Unknown;Infant;Unknown
6008;0;Unknown;Unknown;Infant;Unknown
6010;0;Unknown;Unknown;Infant;Unknown
6013;0;Unknown;Unknown;Infant;Unknown
6022;0;Unknown;Unknown;Infant;Unknown
6045;0;Unknown;Unknown;Infant;Unknown
6075;0;Unknown;Unknown;Infant;Unknown
6082;0;Unknown;Unknown;Infant;Unknown
6087;0;Unknown;Unknown;Infant;Unknown
6115;0;Unknown;Unknown;Infant;Unknown
6145;0;Unknown;Unknown;Infant;Unknown
6157;0;Unknown;Unknown;Infant;Unknown
6161;0;Unknown;Unknown;Infant;Unknown
6166;0;Unknown;Unknown;Infant;Unknown
6167;0;Unknown;Unknown;Infant;Unknown
6188;0;Unknown;Unknown;Infant;Unknown
6199;0;Unknown;Unknown;Infant;Unknown
6211;0;Unknown;Unknown;Infant;Unknown
6220;0;Unknown;Unknown;Infant;Unknown
6224;0;Unknown;Unknown;Infant;Unknown
6238;0;Unknown;Unknown;Infant;Unknown
6239;0;Unknown;Unknown;Infant;Unknown
6244;0;Unknown;Unknown;Infant;Unknown
6254;0;Unknown;Unknown;Infant;Unknown
6255;0;Unknown;Unknown;Infant;Unknown
6277;0;Unknown;Unknown;Infant;Unknown
6299;0;Unknown;Unknown;Infant;Unknown
6300;0;Unknown;Unknown;Infant;Unknown
6306;0;Unknown;Unknown;Infant;Unknown
6307;0;Unknown;Unknown;Infant;Unknown
6327;0;Unknown;Unknown;Infant;Unknown
6334;0;Unknown;Unknown;Infant;Unknown
6359;0;Unknown;Unknown;Infant;Unknown
6401;0;Unknown;Unknown;Infant;Unknown
6430;0;Unknown;Unknown;Infant;Unknown
6480;0;Unknown;Unknown;Infant;Unknown
6490;0;Unknown;Unknown;Infant;Unknown
6517;0;Unknown;Unknown;Infant;Unknown
6548;0;Unknown;Unknown;Infant;Unknown
6552;0;Unknown;Unknown;Infant;Unknown
9194;36;male;Western Cape;Adults;coloured
11883;0;Unknown;Unknown;Infant;Unknown
18031;37;female;Gauteng;Adults;black
18072;37;male;Western Cape;Adults;white
18136;35;male;Gauteng;Youth;coloured
20315;0;Unknown;Unknown;Infant;Unknown
23925;43;male;Kwazulu Natal;Adults;black
24110;38;female;Eastern Cape;Adults;black
27318;0;Unknown;Unknown;Infant;Unknown
28115;44;male;Limpopo;Adults;black
28240;40;male;Gauteng;Adults;Unknown
31162;0;Unknown;Unknown;Infant;Unknown
33103;26;male;Gauteng;Youth;coloured
33773;0;Unknown;Unknown;Infant;Unknown
36057;50;male;Eastern Cape;Adults;black
39353;0;Unknown;Unknown;Infant;Unknown
42284;36;male;Northern Cape;Adults;coloured
45769;0;Unknown;Unknown;Infant;Unknown
51888;24;female;Mpumalanga;Youth;black
56067;26;male;Kwazulu Natal;Youth;black
56830;0;Unknown;Unknown;Infant;Unknown
58907;0;Unknown;Unknown;Infant;Unknown
60711;22;male;Gauteng;Youth;black
61198;0;Unknown;Unknown;Infant;Unknown
63454;0;Unknown;Unknown;Infant;Unknown
65180;0;Unknown;Unknown;Infant;Unknown
65192;0;Unknown;Unknown;Infant;Unknown
67073;0;Unknown;Unknown;Infant;Unknown
67155;0;Unknown;Unknown;Infant;Unknown
67584;58;male;Western Cape;Seniors;white
69030;37;male;Free State;Adults;black
69455;35;male;Western Cape;Youth;white
69707;34;male;Kwazulu Natal;Youth;indian_asian
69889;33;male;Western Cape;Youth;coloured
71491;25;male;Gauteng;Youth;Unknown
72316;9;female;Mpumalanga;Kids;coloured
80147;0;Unknown;Unknown;Infant;Unknown
82389;0;Unknown;Unknown;Infant;Unknown
82694;0;Unknown;Unknown;Infant;Unknown
82780;0;Unknown;Unknown;Infant;Unknown
83865;0;Unknown;Unknown;Infant;Unknown
85476;34;female;Kwazulu Natal;Youth;black
85945;30;male;Gauteng;Youth;white
86003;30;male;Gauteng;Youth;black
86582;25;male;Limpopo;Youth;black
87234;0;Unknown;Unknown;Infant;Unknown
91694;41;male;Gauteng;Adults;coloured
98046;31;male;Kwazulu Natal;Youth;black
99045;18;male;Limpopo;Teens;Unknown
100538;0;Unknown;Unknown;Infant;Unknown
102190;42;male;Gauteng;Adults;white
103451;27;female;Gauteng;Youth;black
103657;24;male;Mpumalanga;Youth;white
104516;0;Unknown;Unknown;Infant;Unknown
115255;40;male;Kwazulu Natal;Adults;black
115518;36;male;Gauteng;Adults;black
117954;0;Unknown;Unknown;Infant;Unknown
119673;38;female;Kwazulu Natal;Adults;white
120169;30;female;Gauteng;Youth;black
120870;18;male;Mpumalanga;Teens;white
122451;0;Unknown;Unknown;Infant;Unknown
131449;0;Unknown;Unknown;Infant;Unknown
134526;0;Unknown;Unknown;Infant;Unknown
135780;47;male;Kwazulu Natal;Adults;black
140005;29;male;Eastern Cape;Youth;coloured
147935;0;Unknown;Unknown;Infant;Unknown
150729;22;male;Mpumalanga;Youth;white
150741;22;female;Gauteng;Youth;black
152716;0;Unknown;Unknown;Infant;Unknown
159026;18;female;Gauteng;Teens;coloured
159156;0;Unknown;Unknown;Infant;Unknown
162361;33;male;Gauteng;Youth;black
162937;24;male;Gauteng;Youth;white
163109;21;male;Western Cape;Youth;Unknown
170792;31;male;Gauteng;Youth;black
173765;0;Unknown;Unknown;Infant;Unknown
177269;0;Unknown;Unknown;Infant;Unknown
178022;54;male;Mpumalanga;Adults;white
178813;33;male;Gauteng;Youth;coloured
178992;30;female;Limpopo;Youth;indian_asian
182630;0;Unknown;Unknown;Infant;Unknown
183425;35;male;Mpumalanga;Youth;black
183982;27;female;Gauteng;Youth;black
187786;37;female;Kwazulu Natal;Adults;white
189027;13;male;Free State;Teens;coloured
189392;0;Unknown;Unknown;Infant;Unknown
190586;0;Unknown;Unknown;Infant;Unknown
193886;0;Unknown;Unknown;Infant;Unknown
196084;43;male;Northern Cape;Adults;coloured
199852;0;Unknown;Unknown;Infant;Unknown
202019;25;male;Western Cape;Youth;indian_asian
206207;27;male;Gauteng;Youth;indian_asian
210187;31;male;North West;Youth;black
211993;0;Unknown;Unknown;Infant;Unknown
212439;0;Unknown;Unknown;Infant;Unknown
220052;22;female;Northern Cape;Youth;white
220098;21;male;Eastern Cape;Youth;white
221281;0;Unknown;Unknown;Infant;Unknown
223263;54;male;Limpopo;Adults;white
229151;25;male;Gauteng;Youth;black
233448;30;female;Eastern Cape;Youth;coloured
237510;42;female;Gauteng;Adults;black
241871;39;male;Gauteng;Adults;white
243824;0;Unknown;Unknown;Infant;Unknown
246335;32;male;Western Cape;Youth;coloured
252969;18;male;Eastern Cape;Teens;coloured
257303;25;male;Western Cape;Youth;coloured
257502;22;female;Limpopo;Youth;black
264705;37;female;Mpumalanga;Adults;black
266766;29;female;Gauteng;Youth;black
266792;28;male;Gauteng;Youth;coloured
268737;23;male;Gauteng;Youth;black
273196;0;Unknown;Unknown;Infant;Unknown
273648;0;Unknown;Unknown;Infant;Unknown
273732;0;Unknown;Unknown;Infant;Unknown
279464;0;Unknown;Unknown;Infant;Unknown
283746;0;Unknown;Unknown;Infant;Unknown
283970;0;Unknown;Unknown;Infant;Unknown
294092;0;Unknown;Unknown;Infant;Unknown
301011;47;male;North West;Adults;black
302333;22;female;Gauteng;Youth;black
303194;0;Unknown;Unknown;Infant;Unknown
304208;0;Unknown;Unknown;Infant;Unknown
304349;0;male;Unknown;Infant;Unknown
304977;45;female;Free State;Adults;black
305730;30;female;Kwazulu Natal;Youth;black
320909;36;male;Western Cape;Adults;Unknown
325546;26;male;Mpumalanga;Youth;black
332788;38;male;Gauteng;Adults;Unknown
334955;0;Unknown;Unknown;Infant;Unknown
341651;16;male;Western Cape;Teens;white
349851;0;Unknown;Unknown;Infant;Unknown
366496;18;female;Gauteng;Teens;black
366659;0;Unknown;Unknown;Infant;Unknown
370331;39;female;Gauteng;Adults;white
370637;34;male;Western Cape;Youth;coloured
371772;9;female;Eastern Cape;Kids;indian_asian
375502;26;male;Limpopo;Youth;indian_asian
375711;23;male;Gauteng;Youth;white
378123;0;Unknown;Unknown;Infant;Unknown
390286;25;male;Kwazulu Natal;Youth;Unknown
390361;24;female;Gauteng;Youth;coloured
393552;33;male;Western Cape;Youth;coloured
394624;13;male;Mpumalanga;Teens;white
397995;25;male;Gauteng;Youth;black
404205;45;male;Kwazulu Natal;Adults;black
411036;27;female;Western Cape;Youth;white
411548;15;male;Kwazulu Natal;Teens;black
412331;0;Unknown;Unknown;Infant;Unknown
422095;0;Unknown;Unknown;Infant;Unknown
426407;27;male;Western Cape;Youth;Unknown
427849;0;Unknown;Unknown;Infant;Unknown
432435;53;male;Kwazulu Natal;Adults;black
433262;29;male;Limpopo;Youth;black
436474;42;female;Gauteng;Adults;black
440632;32;female;Western Cape;Youth;coloured
443916;39;female;Gauteng;Adults;white
447555;38;male;Mpumalanga;Adults;black
453480;0;Unknown;Unknown;Infant;Unknown
457259;0;Unknown;Unknown;Infant;Unknown
460303;0;Unknown;Unknown;Infant;Unknown
469412;46;male;Western Cape;Adults;Unknown
469821;36;male;Gauteng;Adults;black
474745;18;male;Limpopo;Teens;black
478172;26;male;North West;Youth;white
480591;0;Unknown;Unknown;Infant;Unknown
481770;28;male;Kwazulu Natal;Youth;indian_asian
483783;0;Unknown;Unknown;Infant;Unknown
488096;51;male;Gauteng;Adults;black
489828;0;Unknown;Unknown;Infant;Unknown
491723;51;male;Western Cape;Adults;coloured
491753;50;female;Kwazulu Natal;Adults;white
492769;25;male;Gauteng;Youth;black
492897;23;male;Mpumalanga;Youth;coloured
