USERID;AGE;GENDER;PROVINCE;AGE_BUCKETS;RACE
821692;28;male;Eastern Cape;Youth;coloured
821702;31;male;Western Cape;Youth;black
821709;28;male;Kwazulu Natal;Youth;indian_asian
821710;30;male;Gauteng;Youth;black
821721;25;female;Gauteng;Youth;white
821730;38;male;Gauteng;Adults;black
821734;27;male;Gauteng;Youth;black
821735;36;male;Gauteng;Adults;white
821736;25;male;Limpopo;Youth;indian_asian
821746;30;male;North West;Youth;black
821747;30;male;Western Cape;Youth;coloured
821773;26;male;Eastern Cape;Youth;coloured
821788;45;male;Western Cape;Adults;white
821816;35;male;Gauteng;Youth;black
821820;23;male;Mpumalanga;Youth;black
821824;0;Unknown;Unknown;Infant;Unknown
821843;30;male;Limpopo;Youth;black
821866;44;male;Western Cape;Adults;coloured
821877;28;male;Gauteng;Youth;black
821878;27;male;Gauteng;Youth;white
821879;30;male;Western Cape;Youth;coloured
821893;33;male;Gauteng;Youth;white
821908;24;male;Northern Cape;Youth;coloured
821926;28;male;Western Cape;Youth;white
821930;25;male;Limpopo;Youth;black
821936;27;male;Gauteng;Youth;black
821939;36;female;Gauteng;Adults;black
821943;28;male;Gauteng;Youth;white
821946;0;Unknown;Unknown;Infant;Unknown
821952;33;male;Eastern Cape;Youth;coloured
821956;22;male;Gauteng;Youth;black
821963;32;female;Kwazulu Natal;Youth;black
821975;22;male;Gauteng;Youth;black
821993;23;male;Mpumalanga;Youth;indian_asian
821994;23;male;Free State;Youth;black
821997;27;male;Gauteng;Youth;black
822008;14;male;Gauteng;Teens;coloured
822018;35;male;Western Cape;Youth;white
822027;24;female;Gauteng;Youth;black
822033;40;male;Kwazulu Natal;Adults;black
822036;40;male;Gauteng;Adults;black
822040;30;male;Limpopo;Youth;indian_asian
822062;27;male;Free State;Youth;coloured
822063;36;male;Western Cape;Adults;Unknown
822066;38;male;Limpopo;Adults;indian_asian
822067;38;male;Gauteng;Adults;coloured
822070;33;female;Gauteng;Youth;black
822075;23;male;Gauteng;Youth;black
822076;50;male;Free State;Adults;Unknown
822089;31;male;Kwazulu Natal;Youth;white
822091;30;male;Gauteng;Youth;indian_asian
822111;30;male;Western Cape;Youth;white
822116;42;male;Mpumalanga;Adults;white
822136;36;male;Northern Cape;Adults;black
822141;41;male;Gauteng;Adults;white
822142;33;male;Gauteng;Youth;black
822152;39;male;Gauteng;Adults;indian_asian
822163;37;male;Gauteng;Adults;black
822174;39;male;Gauteng;Adults;black
822182;56;male;Kwazulu Natal;Seniors;white
822187;49;male;Gauteng;Adults;white
822190;39;male;Western Cape;Adults;coloured
822193;27;male;Western Cape;Youth;coloured
822205;44;male;Gauteng;Adults;white
822211;43;male;Eastern Cape;Adults;black
822212;47;male;Gauteng;Adults;white
822215;31;male;Gauteng;Youth;black
822249;29;male;Western Cape;Youth;coloured
822250;31;male;Western Cape;Youth;coloured
822256;10;male;Kwazulu Natal;Kids;black
822258;35;male;Kwazulu Natal;Youth;coloured
822265;36;male;Gauteng;Adults;indian_asian
822267;42;male;Gauteng;Adults;black
822277;50;male;Gauteng;Adults;black
822289;40;male;Gauteng;Adults;black
822319;64;female;Gauteng;Seniors;black
822328;33;male;Kwazulu Natal;Youth;black
822334;22;male;Gauteng;Youth;indian_asian
822342;22;male;Western Cape;Youth;indian_asian
822343;41;male;Gauteng;Adults;Unknown
822358;29;male;Gauteng;Youth;indian_asian
822361;36;male;Gauteng;Adults;black
822366;40;female;Mpumalanga;Adults;black
822368;44;male;Mpumalanga;Adults;white
822372;36;male;Eastern Cape;Adults;black
822373;27;male;North West;Youth;black
822376;38;male;Western Cape;Adults;coloured
822377;37;male;Western Cape;Adults;coloured
822382;35;male;Gauteng;Youth;black
822395;28;male;Gauteng;Youth;white
822409;44;male;Gauteng;Adults;white
822416;51;male;Gauteng;Adults;indian_asian
822420;27;male;Western Cape;Youth;coloured
822429;9;male;Gauteng;Kids;black
822432;20;male;Kwazulu Natal;Youth;Unknown
822436;29;male;Gauteng;Youth;Unknown
822441;38;female;Free State;Adults;black
822450;32;male;Gauteng;Youth;white
822455;35;male;Western Cape;Youth;Unknown
822457;30;male;Gauteng;Youth;Unknown
822459;21;male;Gauteng;Youth;white
822460;44;male;Gauteng;Adults;white
822466;58;male;Western Cape;Seniors;Unknown
822467;46;male;Free State;Adults;indian_asian
822472;40;male;Western Cape;Adults;coloured
822477;45;male;Gauteng;Adults;indian_asian
822497;35;male;Western Cape;Youth;coloured
822502;32;male;Western Cape;Youth;white
822505;45;male;Western Cape;Adults;coloured
822507;0;Unknown;Unknown;Infant;Unknown
822511;28;male;Western Cape;Youth;black
822513;45;male;Gauteng;Adults;black
822526;37;male;Eastern Cape;Adults;coloured
822534;38;male;Western Cape;Adults;Unknown
822538;37;male;Western Cape;Adults;indian_asian
822539;23;male;Gauteng;Youth;black
822542;21;male;Gauteng;Youth;black
822555;33;male;North West;Youth;white
822557;27;male;Limpopo;Youth;black
822560;23;male;Eastern Cape;Youth;white
830836;21;male;Free State;Youth;Unknown
830884;50;male;Gauteng;Adults;white
830921;22;male;Eastern Cape;Youth;white
830923;31;male;Western Cape;Youth;coloured
830954;0;Unknown;Unknown;Infant;Unknown
830980;42;male;Kwazulu Natal;Adults;indian_asian
831030;26;male;Western Cape;Youth;coloured
831031;0;Unknown;Unknown;Infant;Unknown
831111;35;male;Kwazulu Natal;Youth;indian_asian
831117;20;male;Mpumalanga;Youth;black
831147;27;male;Gauteng;Youth;Unknown
831150;39;male;Western Cape;Adults;Unknown
831231;33;male;Mpumalanga;Youth;black
831250;33;male;Limpopo;Youth;indian_asian
831314;19;male;North West;Teens;black
831349;32;male;Free State;Youth;black
831413;25;male;North West;Youth;black
831446;22;male;Gauteng;Youth;white
831500;40;male;Kwazulu Natal;Adults;black
831510;40;male;Kwazulu Natal;Adults;indian_asian
831514;29;male;Gauteng;Youth;black
831515;37;male;Limpopo;Adults;white
831559;34;male;Gauteng;Youth;Unknown
831563;23;female;Gauteng;Youth;indian_asian
831588;18;male;Gauteng;Teens;white
831604;36;male;Western Cape;Adults;Unknown
831650;51;male;Western Cape;Adults;coloured
831654;47;male;Gauteng;Adults;Unknown
831660;39;male;Gauteng;Adults;white
831670;39;male;Gauteng;Adults;white
831679;27;male;Gauteng;Youth;coloured
831683;36;male;Kwazulu Natal;Adults;indian_asian
831694;25;male;Limpopo;Youth;Unknown
831713;26;female;North West;Youth;black
831720;29;male;Western Cape;Youth;coloured
831721;22;male;Limpopo;Youth;black
831728;35;female;Eastern Cape;Youth;black
831732;22;male;Gauteng;Youth;coloured
831755;30;male;Gauteng;Youth;black
831766;29;male;Gauteng;Youth;black
831775;34;male;Eastern Cape;Youth;coloured
831788;46;male;Western Cape;Adults;coloured
831789;28;male;Western Cape;Youth;coloured
831810;24;male;Kwazulu Natal;Youth;indian_asian
831815;36;male;Kwazulu Natal;Adults;indian_asian
831820;27;male;Kwazulu Natal;Youth;coloured
831826;31;male;Eastern Cape;Youth;indian_asian
831878;24;male;Mpumalanga;Youth;black
831888;26;male;Western Cape;Youth;coloured
831909;24;male;Gauteng;Youth;black
831913;30;female;Kwazulu Natal;Youth;black
831939;24;male;Limpopo;Youth;indian_asian
831969;33;female;Western Cape;Youth;coloured
832005;43;male;Mpumalanga;Adults;white
832021;32;female;Gauteng;Youth;black
832036;46;male;Mpumalanga;Adults;black
832040;41;female;Eastern Cape;Adults;Unknown
832080;40;male;Western Cape;Adults;white
832090;27;male;Kwazulu Natal;Youth;indian_asian
832127;40;male;Western Cape;Adults;coloured
832147;40;male;Mpumalanga;Adults;black
832217;42;male;Limpopo;Adults;black
832218;39;male;Western Cape;Adults;coloured
832225;28;female;Mpumalanga;Youth;black
832272;41;male;Gauteng;Adults;white
832298;26;male;Gauteng;Youth;indian_asian
832310;37;male;Kwazulu Natal;Adults;indian_asian
832320;32;female;Gauteng;Youth;black
832337;28;male;Mpumalanga;Youth;black
832400;30;male;Mpumalanga;Youth;black
832404;32;male;Gauteng;Youth;black
832405;28;female;Gauteng;Youth;Unknown
832412;44;male;Eastern Cape;Adults;black
832433;29;male;Mpumalanga;Youth;black
832483;56;male;Eastern Cape;Seniors;white
832488;36;male;Gauteng;Adults;black
832495;27;male;Limpopo;Youth;indian_asian
832504;25;male;Gauteng;Youth;white
832509;40;male;North West;Adults;black
832512;37;male;Gauteng;Adults;black
832520;28;male;Western Cape;Youth;coloured
832560;32;male;Gauteng;Youth;black
832573;20;male;Eastern Cape;Youth;white
832577;27;male;Mpumalanga;Youth;black
832596;25;male;Eastern Cape;Youth;coloured
832609;22;male;Mpumalanga;Youth;black
832622;22;male;Eastern Cape;Youth;Unknown
832627;26;female;Mpumalanga;Youth;black
832641;30;male;Western Cape;Youth;black
832676;26;male;Gauteng;Youth;white
832678;33;male;Free State;Youth;black
832685;25;male;Kwazulu Natal;Youth;black
832719;28;male;Limpopo;Youth;indian_asian
832727;30;male;Western Cape;Youth;Unknown
832729;29;male;Free State;Youth;black
832745;37;male;Gauteng;Adults;black
832751;22;male;Kwazulu Natal;Youth;indian_asian
832763;19;male;Gauteng;Teens;white
832831;26;male;Limpopo;Youth;black
832832;45;male;Eastern Cape;Adults;white
832844;22;female;Gauteng;Youth;Unknown
832862;33;male;Gauteng;Youth;black
832876;38;male;Gauteng;Adults;indian_asian
832939;49;male;Gauteng;Adults;indian_asian
832976;50;male;Gauteng;Adults;indian_asian
833001;25;male;Limpopo;Youth;coloured
833014;33;male;Mpumalanga;Youth;Unknown
833017;32;male;Gauteng;Youth;white
833022;23;male;Western Cape;Youth;coloured
833036;34;male;Limpopo;Youth;indian_asian
833059;33;male;Mpumalanga;Youth;Unknown
833106;24;male;Free State;Youth;white
833128;30;male;Gauteng;Youth;black
833157;30;male;Gauteng;Youth;black
833161;32;male;Western Cape;Youth;coloured
833185;31;female;Free State;Youth;white
833191;33;male;Gauteng;Youth;black
833204;22;male;Western Cape;Youth;Unknown
833215;45;male;Western Cape;Adults;Unknown
833221;33;male;Northern Cape;Youth;black
833222;25;male;Limpopo;Youth;black
833248;22;male;Gauteng;Youth;coloured
833257;30;male;Kwazulu Natal;Youth;indian_asian
833277;27;male;Gauteng;Youth;indian_asian
833279;36;male;Kwazulu Natal;Adults;indian_asian
833280;27;male;Western Cape;Youth;coloured
833313;24;male;Gauteng;Youth;Unknown
833324;28;male;Gauteng;Youth;white
833364;19;male;Kwazulu Natal;Teens;indian_asian
833399;32;male;Gauteng;Youth;white
833401;21;male;Western Cape;Youth;white
833412;27;male;Kwazulu Natal;Youth;indian_asian
833436;29;male;Western Cape;Youth;white
833457;37;male;Western Cape;Adults;Unknown
833468;28;male;Gauteng;Youth;white
833471;27;female;Gauteng;Youth;Unknown
833479;32;male;Mpumalanga;Youth;white
833489;35;male;Kwazulu Natal;Youth;black
833493;28;male;Limpopo;Youth;black
833495;34;male;Western Cape;Youth;coloured
833513;44;male;Kwazulu Natal;Adults;coloured
833519;26;female;Gauteng;Youth;black
833521;33;male;North West;Youth;black
833528;42;male;Gauteng;Adults;black
833542;49;male;Gauteng;Adults;indian_asian
833543;24;male;Gauteng;Youth;indian_asian
833563;28;male;Gauteng;Youth;coloured
833571;25;male;Eastern Cape;Youth;white
833575;43;male;Western Cape;Adults;coloured
833576;37;male;Kwazulu Natal;Adults;black
833584;28;male;Gauteng;Youth;black
833597;40;male;Gauteng;Adults;black
833600;40;male;Gauteng;Adults;black
833663;25;male;Western Cape;Youth;Unknown
833668;43;male;Mpumalanga;Adults;white
833673;56;male;Gauteng;Seniors;white
833692;39;male;Gauteng;Adults;black
833730;40;male;Free State;Adults;black
833758;29;male;Gauteng;Youth;white
833760;27;male;Kwazulu Natal;Youth;black
833766;44;male;Gauteng;Adults;black
833923;0;Unknown;Unknown;Infant;Unknown
834552;34;male;Gauteng;Youth;indian_asian
837551;45;male;North West;Adults;white
838032;46;male;Western Cape;Adults;coloured
838042;56;male;Gauteng;Seniors;Unknown
838054;34;male;Kwazulu Natal;Youth;black
838697;29;male;Gauteng;Youth;black
838932;37;male;Gauteng;Adults;white
839488;37;male;North West;Adults;Unknown
839930;22;male;Kwazulu Natal;Youth;Unknown
839938;30;female;Eastern Cape;Youth;coloured
840081;26;male;Gauteng;Youth;black
840235;42;male;Gauteng;Adults;black
840343;36;male;Limpopo;Adults;white
840878;17;male;Mpumalanga;Teens;black
841064;30;male;Limpopo;Youth;indian_asian
841097;30;male;Western Cape;Youth;white
841197;47;male;Mpumalanga;Adults;Unknown
841890;30;male;Gauteng;Youth;black
841929;48;male;Limpopo;Adults;white
844125;27;female;Gauteng;Youth;white
845245;26;male;Gauteng;Youth;Unknown
850050;0;Unknown;Unknown;Infant;Unknown
850538;33;male;Gauteng;Youth;black
850656;26;male;Mpumalanga;Youth;black
850779;31;male;Gauteng;Youth;coloured
850897;29;female;Western Cape;Youth;black
850900;29;female;Gauteng;Youth;black
850903;35;male;Gauteng;Youth;black
851066;36;male;Gauteng;Adults;white
851227;32;male;Gauteng;Youth;black
851273;39;male;Kwazulu Natal;Adults;black
851334;49;male;Free State;Adults;white
851376;19;male;Eastern Cape;Teens;white
851410;27;female;Kwazulu Natal;Youth;indian_asian
851478;39;male;Limpopo;Adults;indian_asian
851705;40;male;Eastern Cape;Adults;black
851706;31;male;Limpopo;Youth;indian_asian
851871;25;male;Free State;Youth;black
851942;29;male;Gauteng;Youth;black
852000;25;male;Gauteng;Youth;white
852161;32;male;Gauteng;Youth;indian_asian
852179;26;male;Gauteng;Youth;black
852384;18;male;Gauteng;Teens;white
852419;28;female;Kwazulu Natal;Youth;Unknown
852420;39;male;Kwazulu Natal;Adults;black
852495;27;male;Western Cape;Youth;coloured
852610;26;male;Kwazulu Natal;Youth;indian_asian
852611;20;male;Gauteng;Youth;white
852644;30;male;Gauteng;Youth;white
852672;45;male;Mpumalanga;Adults;black
852681;29;male;Free State;Youth;white
852815;38;male;Gauteng;Adults;indian_asian
853573;40;male;Gauteng;Adults;Unknown
855864;26;female;Kwazulu Natal;Youth;coloured
856641;43;male;Gauteng;Adults;coloured
858517;0;Unknown;Unknown;Infant;Unknown
858707;20;male;Gauteng;Youth;white
858866;0;Unknown;Unknown;Infant;Unknown
858881;19;male;Mpumalanga;Teens;black
858939;0;Unknown;Unknown;Infant;Unknown
859157;29;male;Mpumalanga;Youth;indian_asian
859174;28;male;Northern Cape;Youth;white
859212;35;male;Eastern Cape;Youth;white
859311;21;male;Kwazulu Natal;Youth;indian_asian
859379;20;male;Gauteng;Youth;coloured
859389;42;male;Mpumalanga;Adults;white
859416;25;male;Western Cape;Youth;coloured
859431;42;male;Western Cape;Adults;black
859438;26;male;Western Cape;Youth;coloured
859460;55;male;Western Cape;Adults;white
859548;32;female;Western Cape;Youth;Unknown
859641;37;male;Kwazulu Natal;Adults;indian_asian
859790;33;male;Western Cape;Youth;white
859872;39;male;Gauteng;Adults;indian_asian
859941;52;male;Gauteng;Adults;black
859951;26;male;Gauteng;Youth;black
860018;43;male;Eastern Cape;Adults;indian_asian
860020;35;male;Gauteng;Youth;black
860028;38;male;Eastern Cape;Adults;white
860029;36;male;Gauteng;Adults;indian_asian
860044;37;male;Limpopo;Adults;indian_asian
860058;30;male;Mpumalanga;Youth;indian_asian
860111;29;male;Mpumalanga;Youth;indian_asian
860115;25;male;Gauteng;Youth;black
860128;35;male;Northern Cape;Youth;indian_asian
860147;37;male;Western Cape;Adults;coloured
860188;39;male;Western Cape;Adults;coloured
860206;26;male;Northern Cape;Youth;coloured
860213;18;male;Eastern Cape;Teens;coloured
860230;31;male;Eastern Cape;Youth;white
860451;112;male;Western Cape;Seniors;Unknown
860469;21;male;Gauteng;Youth;black
860506;30;male;Eastern Cape;Youth;coloured
860572;39;male;Kwazulu Natal;Adults;white
860648;30;male;Western Cape;Youth;coloured
860670;19;male;Free State;Teens;black
860672;26;male;North West;Youth;white
860784;33;male;Eastern Cape;Youth;white
860786;63;male;Eastern Cape;Seniors;black
860800;21;male;Gauteng;Youth;white
860858;34;male;Limpopo;Youth;black
861119;50;female;Gauteng;Adults;white
861202;62;male;Gauteng;Seniors;white
861217;47;female;Kwazulu Natal;Adults;Unknown
861227;31;male;Western Cape;Youth;white
861235;18;male;Western Cape;Teens;coloured
861249;34;male;Western Cape;Youth;Unknown
861276;35;male;Eastern Cape;Youth;black
861287;40;male;Western Cape;Adults;coloured
861336;31;male;Mpumalanga;Youth;white
861451;55;male;Gauteng;Adults;Unknown
861539;58;male;Gauteng;Seniors;indian_asian
861568;30;male;Gauteng;Youth;white
861585;33;male;Gauteng;Youth;black
861590;45;male;Gauteng;Adults;white
861612;114;male;Gauteng;Seniors;Unknown
861637;37;male;Western Cape;Adults;black
865372;29;female;Kwazulu Natal;Youth;coloured
865408;37;male;North West;Adults;black
865413;35;male;Mpumalanga;Youth;Unknown
865440;31;male;Gauteng;Youth;indian_asian
865452;0;Unknown;Unknown;Infant;Unknown
865482;22;male;Gauteng;Youth;black
865485;29;male;Gauteng;Youth;black
865604;41;male;Eastern Cape;Adults;black
865745;35;male;Kwazulu Natal;Youth;indian_asian
865768;49;male;Gauteng;Adults;white
865774;30;male;Gauteng;Youth;indian_asian
865955;26;male;Western Cape;Youth;white
865962;24;male;Eastern Cape;Youth;coloured
866122;33;male;Mpumalanga;Youth;black
866125;30;male;Gauteng;Youth;indian_asian
866131;44;male;Western Cape;Adults;black
866192;0;Unknown;Unknown;Infant;Unknown
866195;32;male;Eastern Cape;Youth;white
866197;10;female;Kwazulu Natal;Kids;coloured
866202;24;male;Gauteng;Youth;indian_asian
866205;36;male;Gauteng;Adults;indian_asian
866215;22;male;Kwazulu Natal;Youth;black
866231;35;male;Western Cape;Youth;coloured
866244;26;male;Western Cape;Youth;black
866251;30;male;Gauteng;Youth;black
866255;24;male;North West;Youth;white
866270;32;male;Gauteng;Youth;indian_asian
866295;43;male;Gauteng;Adults;Unknown
866302;45;male;Western Cape;Adults;coloured
866310;35;male;Gauteng;Youth;black
866315;35;male;Gauteng;Youth;black
866335;32;male;Gauteng;Youth;black
866344;42;male;Western Cape;Adults;indian_asian
866345;18;male;Kwazulu Natal;Teens;black
866372;22;male;Western Cape;Youth;Unknown
866377;25;male;Gauteng;Youth;black
866380;38;male;Mpumalanga;Adults;black
866381;39;female;Mpumalanga;Adults;Unknown
866389;15;male;Gauteng;Teens;black
866393;19;male;Gauteng;Teens;black
866394;29;male;Gauteng;Youth;black
866405;34;male;Gauteng;Youth;white
866417;31;female;North West;Youth;black
866427;25;male;Gauteng;Youth;black
866478;31;male;Western Cape;Youth;white
866512;31;male;Gauteng;Youth;white
866524;45;male;Gauteng;Adults;black
866527;26;female;Free State;Youth;Unknown
866540;33;male;Western Cape;Youth;coloured
866564;30;male;Gauteng;Youth;indian_asian
866577;33;male;Gauteng;Youth;white
866582;39;male;Free State;Adults;black
866592;28;male;Gauteng;Youth;indian_asian
866623;40;male;Western Cape;Adults;Unknown
866624;19;male;Free State;Teens;white
866626;26;male;Free State;Youth;black
866643;22;male;Mpumalanga;Youth;black
866660;20;male;North West;Youth;black
866691;40;male;Gauteng;Adults;coloured
866711;24;male;Gauteng;Youth;indian_asian
866733;38;male;Western Cape;Adults;black
866746;27;male;Mpumalanga;Youth;black
866781;26;male;Gauteng;Youth;white
866785;35;male;Limpopo;Youth;indian_asian
866798;31;male;Kwazulu Natal;Youth;coloured
866809;29;male;Gauteng;Youth;black
866828;43;male;Mpumalanga;Adults;coloured
866836;42;male;Gauteng;Adults;indian_asian
866847;19;male;Gauteng;Teens;Unknown
866862;43;male;Northern Cape;Adults;Unknown
866864;29;male;Gauteng;Youth;indian_asian
866878;36;male;Eastern Cape;Adults;white
866880;9;male;Gauteng;Kids;indian_asian
866885;27;male;Gauteng;Youth;black
866891;37;male;Kwazulu Natal;Adults;indian_asian
866893;36;male;Gauteng;Adults;coloured
866901;39;male;Gauteng;Adults;white
866908;27;male;Gauteng;Youth;coloured
866912;28;male;Gauteng;Youth;coloured
866922;22;male;Western Cape;Youth;coloured
866941;29;male;Kwazulu Natal;Youth;black
866949;36;male;Kwazulu Natal;Adults;Unknown
866983;23;male;Free State;Youth;indian_asian
867016;30;male;Kwazulu Natal;Youth;black
867034;26;male;Gauteng;Youth;Unknown
867044;36;male;Gauteng;Adults;white
867055;37;male;Western Cape;Adults;black
867058;18;male;Limpopo;Teens;black
867080;18;male;Gauteng;Teens;white
867086;29;female;Free State;Youth;black
867091;30;female;Gauteng;Youth;black
867105;34;male;North West;Youth;black
867111;47;male;Western Cape;Adults;white
867137;29;male;Gauteng;Youth;black
867138;32;male;Gauteng;Youth;black
867193;42;male;Gauteng;Adults;black
867197;32;male;Limpopo;Youth;indian_asian
867210;44;male;Western Cape;Adults;white
867215;38;male;Limpopo;Adults;indian_asian
867216;29;male;Eastern Cape;Youth;coloured
867230;36;male;Gauteng;Adults;black
867234;25;male;Western Cape;Youth;coloured
867238;17;male;Gauteng;Teens;Unknown
867252;22;male;Gauteng;Youth;indian_asian
867257;34;male;Limpopo;Youth;black
867261;31;female;Gauteng;Youth;black
867283;28;male;Limpopo;Youth;indian_asian
867310;24;male;Northern Cape;Youth;coloured
867333;23;male;Limpopo;Youth;indian_asian
867337;0;Unknown;Unknown;Infant;Unknown
867338;23;male;Gauteng;Youth;black
867340;27;male;Gauteng;Youth;black
867349;23;male;Kwazulu Natal;Youth;coloured
867351;26;male;Limpopo;Youth;black
867373;24;female;Western Cape;Youth;coloured
867375;27;male;North West;Youth;black
867378;41;male;Mpumalanga;Adults;white
867380;26;male;Gauteng;Youth;indian_asian
867397;25;male;Gauteng;Youth;indian_asian
867403;43;male;Western Cape;Adults;white
867404;37;male;Gauteng;Adults;indian_asian
867414;32;male;Mpumalanga;Youth;white
867419;34;female;Free State;Youth;white
867451;36;male;Gauteng;Adults;Unknown
867457;28;male;Gauteng;Youth;indian_asian
867459;19;male;Gauteng;Teens;white
867486;39;female;Limpopo;Adults;black
867497;26;male;North West;Youth;white
867498;26;male;Gauteng;Youth;white
867504;48;female;Kwazulu Natal;Adults;indian_asian
867506;35;male;Gauteng;Youth;black
867555;38;male;Western Cape;Adults;Unknown
867564;30;male;Kwazulu Natal;Youth;Unknown
867572;38;male;Limpopo;Adults;black
867604;32;male;Limpopo;Youth;indian_asian
867613;48;male;Kwazulu Natal;Adults;indian_asian
867616;31;male;Gauteng;Youth;black
867624;32;male;Gauteng;Youth;indian_asian
867642;21;male;Gauteng;Youth;coloured
867658;28;male;Gauteng;Youth;indian_asian
867693;0;Unknown;Unknown;Infant;Unknown
867703;21;male;Gauteng;Youth;coloured
867704;49;male;Free State;Adults;black
867718;38;male;Gauteng;Adults;black
867736;15;male;Gauteng;Teens;coloured
867784;36;female;Gauteng;Adults;Unknown
867790;18;male;Western Cape;Teens;white
867791;35;male;Gauteng;Youth;indian_asian
867809;24;male;Mpumalanga;Youth;white
867856;30;male;Limpopo;Youth;black
867870;48;male;Gauteng;Adults;white
867890;36;male;Mpumalanga;Adults;indian_asian
867895;31;female;Gauteng;Youth;black
867915;46;male;Gauteng;Adults;black
867952;48;male;Free State;Adults;white
867955;44;male;Northern Cape;Adults;coloured
867958;22;male;Northern Cape;Youth;white
867973;39;male;Western Cape;Adults;black
867981;36;male;Western Cape;Adults;coloured
867990;22;male;Mpumalanga;Youth;black
867994;26;male;Western Cape;Youth;coloured
867998;42;male;Limpopo;Adults;Unknown
868007;38;male;Gauteng;Adults;Unknown
868024;27;male;Gauteng;Youth;black
868038;40;male;Gauteng;Adults;white
868043;19;male;Gauteng;Teens;white
868055;39;male;Gauteng;Adults;white
868056;39;male;Gauteng;Adults;indian_asian
868069;33;male;Eastern Cape;Youth;Unknown
868093;34;male;Western Cape;Youth;Unknown
868096;27;male;Gauteng;Youth;Unknown
868097;36;male;Gauteng;Adults;white
868113;35;male;Western Cape;Youth;coloured
868136;35;male;Western Cape;Youth;Unknown
868137;23;male;Gauteng;Youth;black
868144;40;male;Gauteng;Adults;black
868317;0;Unknown;Unknown;Infant;Unknown
868484;19;female;Free State;Teens;white
868524;36;Unknown;Unknown;Adults;Unknown
868572;28;male;Gauteng;Youth;black
868613;21;male;Gauteng;Youth;black
868844;35;male;North West;Youth;black
868888;21;male;Gauteng;Youth;indian_asian
868892;20;male;Gauteng;Youth;black
868895;23;male;Western Cape;Youth;coloured
868925;28;male;Gauteng;Youth;indian_asian
868961;35;male;Gauteng;Youth;black
868982;23;male;Gauteng;Youth;black
868986;38;male;Limpopo;Adults;white
869019;42;male;Gauteng;Adults;white
869060;33;female;Mpumalanga;Youth;black
869062;32;male;Eastern Cape;Youth;white
869239;34;female;Gauteng;Youth;Unknown
869282;25;male;Gauteng;Youth;black
869301;40;female;Eastern Cape;Adults;coloured
869328;42;female;Gauteng;Adults;indian_asian
869356;0;Unknown;Unknown;Infant;Unknown
869372;25;male;Gauteng;Youth;black
869391;30;female;Gauteng;Youth;indian_asian
869425;32;male;Gauteng;Youth;indian_asian
869588;27;female;Western Cape;Youth;coloured
869632;28;male;Gauteng;Youth;black
869662;21;male;Gauteng;Youth;white
869798;36;male;Gauteng;Adults;Unknown
869812;26;male;Gauteng;Youth;black
869867;19;male;Gauteng;Teens;white
869889;35;male;Limpopo;Youth;black
869901;29;male;Limpopo;Youth;indian_asian
869936;23;male;Eastern Cape;Youth;black
869944;43;male;Western Cape;Adults;coloured
870004;38;male;Gauteng;Adults;black
870025;25;male;Gauteng;Youth;indian_asian
870098;31;male;Kwazulu Natal;Youth;white
870104;26;male;Gauteng;Youth;indian_asian
870157;30;male;Gauteng;Youth;indian_asian
870195;37;male;Gauteng;Adults;white
870217;16;male;Western Cape;Teens;coloured
870287;22;male;Gauteng;Youth;black
870332;24;male;Limpopo;Youth;Unknown
870480;38;male;North West;Adults;Unknown
870488;18;male;Western Cape;Teens;coloured
870626;27;male;Mpumalanga;Youth;white
870631;36;male;Gauteng;Adults;black
870677;27;male;Gauteng;Youth;white
870696;33;male;Eastern Cape;Youth;Unknown
870699;31;male;Kwazulu Natal;Youth;black
870709;36;male;Eastern Cape;Adults;Unknown
870746;45;male;Gauteng;Adults;white
871104;0;Unknown;Unknown;Infant;Unknown
871615;51;male;Gauteng;Adults;white
873445;24;male;Gauteng;Youth;white
874437;32;male;Gauteng;Youth;black
877249;20;male;Gauteng;Youth;white
879414;30;male;Western Cape;Youth;coloured
879787;0;Unknown;Unknown;Infant;Unknown
879801;22;male;Limpopo;Youth;Unknown
879990;35;male;Limpopo;Youth;indian_asian
880213;33;male;Gauteng;Youth;indian_asian
880234;31;male;Western Cape;Youth;coloured
880319;0;Unknown;Unknown;Infant;Unknown
880514;26;male;Gauteng;Youth;indian_asian
880855;35;male;Western Cape;Youth;coloured
880898;59;male;Limpopo;Seniors;indian_asian
880965;32;male;Eastern Cape;Youth;black
881027;25;male;Mpumalanga;Youth;white
881041;30;male;Gauteng;Youth;white
881496;42;male;Kwazulu Natal;Adults;indian_asian
881538;20;male;Kwazulu Natal;Youth;indian_asian
881565;41;male;Kwazulu Natal;Adults;black
881777;0;Unknown;Unknown;Infant;Unknown
881861;44;male;Gauteng;Adults;white
882068;33;male;Western Cape;Youth;coloured
882169;22;male;Western Cape;Youth;coloured
882188;37;female;Gauteng;Adults;white
882193;33;female;Gauteng;Youth;indian_asian
882376;54;male;Gauteng;Adults;white
882400;24;male;Gauteng;Youth;white
882520;40;male;Mpumalanga;Adults;black
882584;30;male;Gauteng;Youth;indian_asian
882688;36;male;Limpopo;Adults;indian_asian
882721;26;male;Eastern Cape;Youth;coloured
882998;17;male;Kwazulu Natal;Teens;white
883021;33;male;Gauteng;Youth;indian_asian
883186;45;male;Western Cape;Adults;black
883295;43;female;Gauteng;Adults;black
884342;38;female;Western Cape;Adults;white
